benchmark,benchmark id,solver,configuration,configuration id,status,cpu time,result, checker status, checker cpu time, checker memory, checker result
sat/sc16craft_fixedbandwidth-eq-42_shuffled.cnf,2888849,MapleCOMSPS_DRUP,seq_LRB_VSIDS_drup,154598,timeout (cpu),4998.32,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_fixedbandwidth-eq-42_shuffled.cnf,2888849,Splatz 06v main,default,154625,timeout (wallclock),5000.01,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_fixedbandwidth-eq-42_shuffled.cnf,2888849,Riss6,noPP_DRAT,154658,timeout (wallclock),5000.01,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_fixedbandwidth-eq-42_shuffled.cnf,2888849,Riss6,default_DRAT,154659,timeout (wallclock),5000.01,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_fixedbandwidth-eq-42_shuffled.cnf,2888849,Riss6,blackbox_DRAT,154660,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_fixedbandwidth-eq-42_shuffled.cnf,2888849,Glucose_nbSat,default,155265,timeout (wallclock),5000.01,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_fixedbandwidth-eq-42_shuffled.cnf,2888849,MapleCMS,default,154687,timeout (cpu),4999.12,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_fixedbandwidth-eq-42_shuffled.cnf,2888849,MapleGlucose,default,154710,timeout (wallclock),5000.01,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,glue_alt,default,152939,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,GHackCOMSPS_DRUP,ghack_drup,153211,timeout (cpu),4997.42,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,glucosePLE,default,153967,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,abcdSAT_drup,default,154067,timeout (cpu),4999.82,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,Scavel_SAT,default,154175,timeout (cpu),4997.62,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,glucose_hack_kiel_newScript,main_new,154744,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,Beans And Eggs,default,154732,timeout (cpu),4999.22,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,cmsat5_main2,default,154241,timeout (cpu),4998.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,cmsat5_autotune2,default,154243,timeout (cpu),4999.42,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,glueminisat-2.2.10-81-main,maintrack,154247,timeout (cpu),4998.43,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,gulch,default,154330,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,YalSAT 03r,default,154460,timeout (cpu),4998.37,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,Lingeling bbc main,default,154468,timeout (cpu),5001.99,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,glucose,default,154473,timeout (cpu),4999.72,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,CHBR_glucose,default,154584,timeout (cpu),4998.33,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,CHBR_glucose_tuned,default,154586,timeout (cpu),4998.15,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,tb_glucose,default,154588,timeout (cpu),4998.22,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,tc_glucose,default,154590,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,COMiniSatPS Chandrasekhar DRUP,drup,154592,timeout (cpu),4997.33,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,MapleCOMSPS_CHB_DRUP,CHB_VSIDS_drup,154594,timeout (cpu),4997.23,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,MapleCOMSPS_LRB_DRUP,LRB_VSIDS_drup,154596,timeout (cpu),4997.23,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,MapleCOMSPS_DRUP,seq_LRB_VSIDS_drup,154598,timeout (cpu),4997.33,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,Splatz 06v main,default,154625,timeout (wallclock),5000.01,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,Riss6,noPP_DRAT,154658,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,Riss6,default_DRAT,154659,timeout (cpu),4999.53,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,Riss6,blackbox_DRAT,154660,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,Glucose_nbSat,default,155265,timeout (cpu),4999.72,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,MapleCMS,default,154687,timeout (cpu),4997.52,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-17.cnf,2888745,MapleGlucose,default,154710,timeout (cpu),4997.52,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,glue_alt,default,152939,timeout (cpu),4999.53,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,GHackCOMSPS_DRUP,ghack_drup,153211,timeout (cpu),4997.42,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,glucosePLE,default,153967,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,abcdSAT_drup,default,154067,timeout (cpu),4999.01,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,Scavel_SAT,default,154175,timeout (cpu),4997.72,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,glucose_hack_kiel_newScript,main_new,154744,timeout (cpu),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,Beans And Eggs,default,154732,timeout (cpu),4999.92,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,cmsat5_main2,default,154241,timeout (cpu),4998.12,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,cmsat5_autotune2,default,154243,timeout (cpu),4997.82,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,glueminisat-2.2.10-81-main,maintrack,154247,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,gulch,default,154330,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,YalSAT 03r,default,154460,timeout (cpu),4998.48,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,Lingeling bbc main,default,154468,timeout (cpu),5001.16,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,glucose,default,154473,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,CHBR_glucose,default,154584,timeout (cpu),4998.72,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,CHBR_glucose_tuned,default,154586,timeout (cpu),4999.63,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,tb_glucose,default,154588,timeout (cpu),4998.62,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,tc_glucose,default,154590,timeout (cpu),4999.82,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,COMiniSatPS Chandrasekhar DRUP,drup,154592,timeout (cpu),4997.33,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,MapleCOMSPS_CHB_DRUP,CHB_VSIDS_drup,154594,timeout (cpu),4997.23,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,MapleCOMSPS_LRB_DRUP,LRB_VSIDS_drup,154596,timeout (cpu),4997.62,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,MapleCOMSPS_DRUP,seq_LRB_VSIDS_drup,154598,timeout (cpu),4997.23,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,Splatz 06v main,default,154625,timeout (wallclock),5000.01,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,Riss6,noPP_DRAT,154658,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,Riss6,default_DRAT,154659,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,Riss6,blackbox_DRAT,154660,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,Glucose_nbSat,default,155265,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,MapleCMS,default,154687,timeout (cpu),4998.43,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-18.cnf,2888700,MapleGlucose,default,154710,timeout (cpu),4999.32,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,glue_alt,default,152939,timeout (cpu),4999.62,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,GHackCOMSPS_DRUP,ghack_drup,153211,timeout (cpu),4997.33,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,glucosePLE,default,153967,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,abcdSAT_drup,default,154067,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,Scavel_SAT,default,154175,timeout (cpu),4999.62,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,glucose_hack_kiel_newScript,main_new,154744,timeout (cpu),4998.92,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,Beans And Eggs,default,154732,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,cmsat5_main2,default,154241,timeout (cpu),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,cmsat5_autotune2,default,154243,timeout (cpu),4998.52,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,glueminisat-2.2.10-81-main,maintrack,154247,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,gulch,default,154330,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,YalSAT 03r,default,154460,timeout (cpu),4998.49,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,Lingeling bbc main,default,154468,timeout (cpu),5001.9,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,glucose,default,154473,timeout (cpu),4997.52,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,CHBR_glucose,default,154584,timeout (cpu),4999.12,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,CHBR_glucose_tuned,default,154586,timeout (cpu),4998.43,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,tb_glucose,default,154588,timeout (cpu),4998.52,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,tc_glucose,default,154590,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,COMiniSatPS Chandrasekhar DRUP,drup,154592,timeout (cpu),4997.62,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,MapleCOMSPS_CHB_DRUP,CHB_VSIDS_drup,154594,timeout (cpu),4997.33,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,MapleCOMSPS_LRB_DRUP,LRB_VSIDS_drup,154596,timeout (cpu),4997.52,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,MapleCOMSPS_DRUP,seq_LRB_VSIDS_drup,154598,timeout (cpu),4997.22,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,Splatz 06v main,default,154625,timeout (wallclock),5000.01,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,Riss6,noPP_DRAT,154658,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,Riss6,default_DRAT,154659,timeout (cpu),4998.33,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,Riss6,blackbox_DRAT,154660,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,Glucose_nbSat,default,155265,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,MapleCMS,default,154687,timeout (cpu),4998.43,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-19.cnf,2888725,MapleGlucose,default,154710,timeout (cpu),4998.62,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,glue_alt,default,152939,timeout (cpu),4999.92,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,GHackCOMSPS_DRUP,ghack_drup,153211,timeout (cpu),4997.43,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,glucosePLE,default,153967,timeout (cpu),4998.82,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,abcdSAT_drup,default,154067,timeout (cpu),4999.11,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,Scavel_SAT,default,154175,timeout (cpu),4997.72,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,glucose_hack_kiel_newScript,main_new,154744,timeout (cpu),4998.43,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,Beans And Eggs,default,154732,timeout (cpu),4999.43,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,cmsat5_main2,default,154241,timeout (cpu),4998.22,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,cmsat5_autotune2,default,154243,timeout (cpu),4998.92,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,glueminisat-2.2.10-81-main,maintrack,154247,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,gulch,default,154330,timeout (cpu),4998.43,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,YalSAT 03r,default,154460,timeout (cpu),4998.61,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,Lingeling bbc main,default,154468,timeout (cpu),5001.11,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,glucose,default,154473,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,CHBR_glucose,default,154584,timeout (cpu),4997.43,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,CHBR_glucose_tuned,default,154586,timeout (cpu),4997.92,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,tb_glucose,default,154588,timeout (cpu),4997.82,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,tc_glucose,default,154590,timeout (cpu),4999.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,COMiniSatPS Chandrasekhar DRUP,drup,154592,timeout (cpu),4997.52,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,MapleCOMSPS_CHB_DRUP,CHB_VSIDS_drup,154594,timeout (cpu),4997.23,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,MapleCOMSPS_LRB_DRUP,LRB_VSIDS_drup,154596,timeout (cpu),4997.23,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,MapleCOMSPS_DRUP,seq_LRB_VSIDS_drup,154598,timeout (cpu),4997.23,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,Splatz 06v main,default,154625,timeout (wallclock),5000.01,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,Riss6,noPP_DRAT,154658,timeout (cpu),4997.92,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,Riss6,default_DRAT,154659,timeout (cpu),4999.92,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,Riss6,blackbox_DRAT,154660,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,Glucose_nbSat,default,155265,timeout (cpu),4998.43,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,MapleCMS,default,154687,timeout (cpu),4998.12,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-20.cnf,2888831,MapleGlucose,default,154710,timeout (cpu),4997.42,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,glue_alt,default,152939,timeout (cpu),4998.43,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,GHackCOMSPS_DRUP,ghack_drup,153211,timeout (cpu),4997.23,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,glucosePLE,default,153967,timeout (cpu),4998.72,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,abcdSAT_drup,default,154067,timeout (cpu),4998.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,Scavel_SAT,default,154175,timeout (cpu),4997.82,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,glucose_hack_kiel_newScript,main_new,154744,timeout (cpu),4998.82,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,Beans And Eggs,default,154732,timeout (cpu),4999.32,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,cmsat5_main2,default,154241,timeout (cpu),4998.52,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,cmsat5_autotune2,default,154243,timeout (cpu),4997.92,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,glueminisat-2.2.10-81-main,maintrack,154247,timeout (cpu),4998.43,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,gulch,default,154330,timeout (cpu),4998.32,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,YalSAT 03r,default,154460,timeout (cpu),4999.34,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,Lingeling bbc main,default,154468,timeout (cpu),5000.61,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,glucose,default,154473,timeout (cpu),4997.82,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,CHBR_glucose,default,154584,timeout (cpu),4998.22,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,CHBR_glucose_tuned,default,154586,timeout (cpu),4997.52,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,tb_glucose,default,154588,timeout (cpu),4998.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,tc_glucose,default,154590,timeout (cpu),4998.43,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,COMiniSatPS Chandrasekhar DRUP,drup,154592,timeout (cpu),4997.33,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,MapleCOMSPS_CHB_DRUP,CHB_VSIDS_drup,154594,timeout (cpu),4997.33,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,MapleCOMSPS_LRB_DRUP,LRB_VSIDS_drup,154596,timeout (cpu),4997.42,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,MapleCOMSPS_DRUP,seq_LRB_VSIDS_drup,154598,timeout (cpu),4997.23,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,Splatz 06v main,default,154625,timeout (wallclock),5000.01,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,Riss6,noPP_DRAT,154658,timeout (cpu),4999.42,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,Riss6,default_DRAT,154659,timeout (cpu),4999.72,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,Riss6,blackbox_DRAT,154660,timeout (wallclock),5000.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,Glucose_nbSat,default,155265,timeout (cpu),4999.62,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,MapleCMS,default,154687,timeout (cpu),4997.82,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-21.cnf,2888765,MapleGlucose,default,154710,timeout (cpu),4997.72,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,glue_alt,default,152939,timeout (cpu),4998.33,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,GHackCOMSPS_DRUP,ghack_drup,153211,timeout (cpu),4997.22,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,glucosePLE,default,153967,timeout (cpu),4998.92,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,abcdSAT_drup,default,154067,timeout (cpu),4999.02,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,Scavel_SAT,default,154175,timeout (cpu),4997.42,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,glucose_hack_kiel_newScript,main_new,154744,timeout (cpu),4998.82,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,Beans And Eggs,default,154732,timeout (cpu),4998.82,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,cmsat5_main2,default,154241,timeout (cpu),4999.43,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,cmsat5_autotune2,default,154243,timeout (cpu),4998.52,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,glueminisat-2.2.10-81-main,maintrack,154247,timeout (cpu),4998.12,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,gulch,default,154330,timeout (cpu),4998.33,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,YalSAT 03r,default,154460,timeout (cpu),4998.18,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,Lingeling bbc main,default,154468,timeout (cpu),5000.99,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,glucose,default,154473,timeout (cpu),4997.82,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,CHBR_glucose,default,154584,timeout (cpu),4997.52,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,CHBR_glucose_tuned,default,154586,timeout (cpu),4997.52,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,tb_glucose,default,154588,timeout (cpu),4997.62,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,tc_glucose,default,154590,timeout (cpu),4997.62,UNKNOWN,enqueued,0.0,0.0,--
sat/sc16craft_IsoLator-6-22.cnf,2888667,COMiniSatPS Chandrasekhar DRUP,drup,154592,timeout (cpu),4997.23,UNKNOWN,enqueued,0.0,0.0,--
